2,138,5.425,3.514,5.5,1.8
2,139,8.664,3.824,4.8,1.8
2,112.447,6.9,2.51,5.4,2.1
2,141,6.29,3.085,5.6,2.4
2,142,8.543,3.1,5.1,3.266
2,165.039,5.8,2.362,5.1,1.9
2,144,5.105,3.2,5.711,2.3
2,145,6.7,4.016,5.7,3.375
2,146,6.7,3,5.428,2.578
2,147,7.099,2.5,5.925,1.9
2,148,6.5,3.693,5.2,2.728
2,149,6.2,1.714,7.785,2.3
2,150,5.9,3,6.865,2.672
